Rk,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
425,PG,29,20,3,8.1,0.8,2.3,0.33299999999999996,0.3,1.3,0.231,0.5,1.0,0.474,0.4,0.2,0.2,0.75,0.1,0.5,0.6,1.5,0.2,0.0,0.4,0.5,2.0
146,PG,35,5,2,18.0,2.6,6.8,0.382,0.8,2.8,0.28600000000000003,1.8,4.0,0.45,0.441,2.0,2.0,1.0,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
168,PG,23,35,2,9.1,0.7,1.3,0.511,0.0,0.1,0.25,0.6,1.2,0.537,0.522,0.4,0.5,0.737,0.3,1.1,1.4,1.1,0.1,0.1,0.7,0.5,1.7
448,PG,24,9,0,5.1,0.6,1.8,0.313,0.1,0.6,0.2,0.4,1.2,0.364,0.344,0.2,0.2,1.0,0.1,0.4,0.6,0.3,0.1,0.0,0.3,0.7,1.4
83,PG,29,22,0,12.2,2.5,6.1,0.418,0.8,2.4,0.327,1.8,3.7,0.47600000000000003,0.48100000000000004,0.7,0.8,0.941,0.1,1.0,1.0,1.9,0.4,0.0,0.7,1.0,6.6
475,PG,31,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.33899999999999997,2.6,7.0,0.38,0.434,2.6,3.0,0.8540000000000001,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
351,PG,21,18,2,8.1,0.8,3.0,0.278,0.3,1.6,0.179,0.6,1.4,0.385,0.324,0.2,0.2,0.75,0.1,0.8,0.9,1.2,0.4,0.1,0.2,0.8,2.1
542,PG,27,40,40,38.1,7.4,17.5,0.424,3.9,9.8,0.39799999999999996,3.5,7.7,0.45799999999999996,0.536,3.1,3.6,0.867,0.8,3.9,4.7,6.9,1.7,0.5,2.6,2.4,21.8
283,PG,24,2,0,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
319,PG,22,26,0,15.4,1.8,4.7,0.38,0.5,1.7,0.273,1.3,3.0,0.442,0.43,1.3,1.7,0.767,0.4,2.2,2.5,2.4,1.0,0.4,1.0,0.9,5.3
558,PG,24,1,0,8.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
499,PG,33,29,1,14.1,2.0,5.1,0.389,0.3,0.7,0.4,1.7,4.4,0.38799999999999996,0.41600000000000004,0.4,0.7,0.632,0.1,1.3,1.4,2.7,0.6,0.2,1.1,0.9,4.7
211,PG,32,40,40,37.0,6.7,16.0,0.42100000000000004,2.4,7.1,0.33899999999999997,4.3,8.9,0.486,0.496,7.1,8.2,0.866,1.0,7.1,8.1,10.0,1.3,0.7,4.8,2.5,23.0
224,PG,20,33,33,25.5,2.2,6.5,0.34299999999999997,0.8,2.8,0.297,1.4,3.8,0.376,0.405,0.8,1.0,0.848,0.5,2.5,3.0,3.6,1.2,0.4,1.5,2.5,6.2
405,PG,23,36,5,12.8,1.5,4.1,0.374,0.8,2.1,0.355,0.8,2.0,0.39399999999999996,0.466,0.5,0.5,1.0,0.2,1.2,1.4,1.3,0.6,0.1,0.6,1.1,4.3
281,PG,29,3,0,17.7,0.7,3.3,0.2,0.7,2.0,0.33299999999999996,0.0,1.3,0.0,0.3,0.0,0.0,0.0,0.7,1.3,2.0,1.7,0.7,0.7,0.3,1.0,2.0
553,PG,26,3,3,36.0,2.0,8.7,0.231,1.0,4.3,0.231,1.0,4.3,0.231,0.28800000000000003,1.3,1.3,1.0,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
138,PG,22,31,31,35.1,9.1,20.9,0.434,2.3,8.0,0.29100000000000004,6.7,12.9,0.521,0.489,4.7,6.3,0.75,0.8,8.0,8.8,8.7,1.2,0.5,4.6,2.4,25.2
171,PG,31,10,3,20.0,1.3,4.3,0.302,0.6,1.7,0.353,0.7,2.6,0.26899999999999996,0.37200000000000005,0.5,0.9,0.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7
293,PG,30,34,8,23.3,2.7,6.0,0.44799999999999995,1.0,2.3,0.436,1.7,3.7,0.456,0.532,1.8,2.1,0.833,0.4,1.9,2.2,4.0,0.7,0.2,1.4,1.8,8.1
45,PG,33,32,28,26.1,3.1,7.6,0.40700000000000003,1.2,3.9,0.312,1.9,3.7,0.508,0.488,1.3,1.9,0.6890000000000001,1.2,3.3,4.5,5.0,1.2,0.9,1.2,2.8,8.7
498,PG,24,27,4,17.4,2.3,5.6,0.41100000000000003,0.2,1.0,0.222,2.1,4.6,0.452,0.43,1.1,1.7,0.6890000000000001,0.5,1.8,2.3,3.3,1.2,0.4,1.4,1.4,6.0
352,PG,23,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
431,PG,29,43,9,16.7,3.2,5.1,0.638,0.7,1.7,0.392,2.6,3.3,0.764,0.7040000000000001,0.6,1.0,0.5710000000000001,1.1,2.6,3.7,0.8,1.3,0.2,0.5,1.7,7.7
25,PG,24,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.5670000000000001,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0
555,PG,21,14,7,19.5,2.8,7.9,0.355,1.2,3.8,0.321,1.6,4.1,0.386,0.43200000000000005,1.0,1.4,0.737,0.1,1.4,1.5,1.7,0.5,0.1,1.1,1.0,7.8
544,PG,25,37,13,22.3,3.2,7.4,0.44,1.7,4.5,0.386,1.5,2.9,0.523,0.557,0.7,0.9,0.765,0.4,1.5,1.9,3.0,0.9,0.3,1.5,2.2,8.9
467,PG,24,5,0,18.2,1.8,5.6,0.321,1.6,4.2,0.381,0.2,1.4,0.14300000000000002,0.46399999999999997,0.4,1.2,0.33299999999999996,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
81,PG,25,2,0,5.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
455,PG,22,42,2,22.4,3.4,8.8,0.385,1.8,5.1,0.344,1.6,3.7,0.442,0.485,1.7,1.9,0.9129999999999999,0.3,2.1,2.5,2.8,0.7,0.1,1.3,2.2,10.3
109,PG,34,3,0,12.3,0.7,2.3,0.28600000000000003,0.0,1.0,0.0,0.7,1.3,0.5,0.28600000000000003,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3
18,PG,34,33,2,15.0,1.7,4.0,0.414,1.2,2.8,0.415,0.5,1.2,0.41,0.56,1.0,1.2,0.868,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.5
349,PG,21,38,37,35.2,6.3,13.4,0.46799999999999997,1.4,3.5,0.406,4.8,9.9,0.489,0.521,2.7,3.1,0.8740000000000001,0.4,3.1,3.4,4.4,0.7,0.5,1.1,2.1,16.7
363,PG,25,28,2,11.2,0.8,2.6,0.284,0.1,1.0,0.14300000000000002,0.6,1.6,0.37,0.311,0.5,0.8,0.682,0.2,0.9,1.1,2.4,0.6,0.0,0.7,0.5,2.2
550,PG,31,26,26,27.1,4.6,11.2,0.41200000000000003,2.4,6.0,0.4,2.2,5.2,0.426,0.519,1.8,2.3,0.8140000000000001,0.4,3.0,3.4,3.6,0.8,0.2,1.4,1.2,13.5
338,PG,20,32,2,17.4,2.7,6.9,0.395,1.0,2.9,0.35100000000000003,1.7,3.9,0.429,0.47,0.6,0.9,0.667,0.4,1.9,2.3,0.8,0.6,0.2,0.7,1.6,7.1
144,PG,24,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,PG,25,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
423,PG,27,1,0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
149,PG,22,14,7,17.4,2.1,5.6,0.37200000000000005,0.5,1.8,0.28,1.6,3.8,0.415,0.41700000000000004,1.0,1.2,0.8240000000000001,1.9,2.1,4.1,0.9,0.5,0.4,0.6,2.0,5.6
